Task ID,Task Description,Skill Requirement,Task Deadline,Task Priority,Task Dependencies,Estimated Completion Time,Team Member ID,Team Member Skills,Team Member Workload
TASK-36394,Father middle account good certainly he order.,Java,2025-01-13,High,['TASK-28098'],1,TM-272,"['Event Planning', 'SEO', 'Python']",6
TASK-36395,Enjoy store whether evidence everybody tell.,Data Analysis,2024-12-27,Medium,[],3,TM-289,"['Python', 'DevOps', 'Graphic Design', 'Design', 'CSS']",13
TASK-36396,Senior consider I seem page later.,CSS,2025-01-18,Low,[],4,TM-379,"['Java', 'SEO', 'Customer Support', 'DevOps', 'Graphic Design']",10
TASK-36397,After goal right manage fast rise not.,Data Analysis,2025-01-07,Medium,[],7,TM-268,"['HTML', 'Teaching', 'Marketing', 'Design', 'Graphic Design']",9
TASK-36398,Manager clearly president natural.,Java,2025-01-14,Medium,['TASK-23520'],8,TM-013,"['Finance', 'SQL', 'C++', 'Teaching']",16
TASK-36399,Upon wear common guy.,CSS,2025-01-14,Medium,['TASK-01780'],8,TM-103,"['DevOps', 'C++', 'SQL', 'Java', 'CSS']",5
TASK-36400,Yes form enjoy major democratic although everyone.,SEO,2025-01-03,Medium,[],3,TM-436,"['HTML', 'SQL']",5
TASK-36401,Rock leave including degree.,C++,2025-01-11,Low,"['TASK-30912', 'TASK-04701', 'TASK-33954']",4,TM-085,"['Marketing', 'Event Planning', 'Editing']",11
TASK-36402,Team company discussion place throughout sign.,Event Planning,2024-12-25,High,['TASK-17039'],7,TM-483,"['Design', 'Graphic Design', 'CSS', 'Editing', 'Event Planning']",5
TASK-36403,Hundred business out own.,Data Analysis,2025-01-11,Low,[],8,TM-377,"['Marketing', 'Java']",19
TASK-36404,Explain ask recently certain until.,SEO,2024-12-29,Low,"['TASK-11080', 'TASK-30007']",1,TM-062,"['Marketing', 'C++', 'DevOps', 'Editing', 'Java']",8
TASK-36405,Idea source example foot.,C++,2025-01-21,High,['TASK-00161'],4,TM-184,"['Customer Support', 'Event Planning', 'C++', 'Data Analysis', 'HTML']",16
TASK-36406,Data trouble effect open bad establish.,Python,2025-01-10,Medium,"['TASK-28278', 'TASK-16458', 'TASK-28336']",7,TM-402,"['Editing', 'Design', 'Event Planning']",19
TASK-36407,Conference material also five poor foreign.,Customer Support,2025-01-18,Low,[],2,TM-496,"['Customer Support', 'Finance', 'Teaching']",3
TASK-36408,Yeah prepare significant.,CSS,2024-12-29,High,[],2,TM-165,"['Python', 'SQL', 'Graphic Design', 'SEO']",10
TASK-36409,Center type become interview.,SQL,2025-01-11,Medium,"['TASK-05358', 'TASK-10328']",6,TM-486,"['Java', 'Marketing', 'Data Analysis', 'SQL', 'Finance']",0
TASK-36410,Experience parent direction but call send main.,CSS,2024-12-29,Medium,['TASK-08766'],3,TM-143,"['Java', 'CSS', 'Marketing']",16
TASK-36411,Matter none either lead account picture have herself.,DevOps,2024-12-24,Low,[],3,TM-256,"['Graphic Design', 'Design', 'Editing', 'Java']",2
TASK-36412,Thing against mission paper church three finally.,Event Planning,2025-01-10,High,[],3,TM-106,"['Java', 'Event Planning']",20
TASK-36413,Guy season hour accept.,Python,2025-01-19,Medium,"['TASK-09126', 'TASK-22300', 'TASK-35661']",2,TM-366,"['SEO', 'DevOps', 'C++', 'Marketing', 'Graphic Design']",1
TASK-36414,Recently season friend toward much.,SEO,2025-01-08,High,"['TASK-23548', 'TASK-01223', 'TASK-34299']",8,TM-328,"['Customer Support', 'Teaching', 'SEO']",20
TASK-36415,Meet whom effort watch west knowledge.,Editing,2024-12-31,Low,"['TASK-33908', 'TASK-20765']",5,TM-231,"['Graphic Design', 'CSS', 'Java', 'SQL']",3
TASK-36416,During reality less training wall.,Editing,2025-01-02,Medium,"['TASK-21311', 'TASK-21197', 'TASK-03837']",7,TM-026,"['Data Analysis', 'Marketing', 'SEO', 'CSS', 'Customer Support']",9
TASK-36417,Drop go gas help.,DevOps,2025-01-02,Medium,"['TASK-12820', 'TASK-19226']",4,TM-002,"['Data Analysis', 'SQL']",17
TASK-36418,Everything too born foreign treat every can.,C++,2024-12-26,High,[],6,TM-457,"['Design', 'CSS', 'HTML']",3
TASK-36419,Sometimes give house do matter once ever.,Data Analysis,2025-01-08,Low,"['TASK-05647', 'TASK-32260', 'TASK-30400']",7,TM-306,"['Event Planning', 'Python']",11
TASK-36420,Still note speak budget.,Editing,2025-01-16,Medium,['TASK-36388'],4,TM-038,"['CSS', 'HTML', 'Java']",3
TASK-36421,Since billion growth order.,Finance,2025-01-09,High,"['TASK-34486', 'TASK-02207', 'TASK-13001']",7,TM-010,"['C++', 'CSS', 'Teaching', 'Design']",10
TASK-36422,Under dark teacher into movie play certain.,CSS,2025-01-04,High,"['TASK-21676', 'TASK-18032', 'TASK-33467']",5,TM-280,"['DevOps', 'Teaching', 'Python', 'Editing', 'HTML']",5
TASK-36423,Public pick east instead so network.,CSS,2025-01-18,Medium,"['TASK-28938', 'TASK-26797', 'TASK-09764']",3,TM-096,"['Java', 'Customer Support']",20
TASK-36424,Show avoid value college food around growth.,Customer Support,2025-01-21,Medium,"['TASK-30342', 'TASK-23165']",6,TM-168,"['Java', 'Design', 'Event Planning', 'Finance']",11
TASK-36425,Method religious now language total hard know.,CSS,2025-01-07,Medium,['TASK-10274'],3,TM-056,"['Graphic Design', 'CSS', 'SEO', 'SQL']",16
TASK-36426,Necessary cold base there something.,Design,2025-01-03,Low,[],6,TM-319,"['Customer Support', 'SEO']",10
TASK-36427,Everybody notice authority opportunity.,HTML,2024-12-24,High,['TASK-32319'],8,TM-415,"['Editing', 'Teaching']",12
TASK-36428,Business lot loss space.,Teaching,2025-01-03,Medium,"['TASK-18200', 'TASK-16326', 'TASK-36128']",6,TM-299,"['HTML', 'Design', 'C++', 'Graphic Design', 'Data Analysis']",10
TASK-36429,Stay between above own yes black.,HTML,2024-12-30,Medium,['TASK-01902'],7,TM-292,"['Customer Support', 'C++']",17
TASK-36430,Well cost church high wrong ability type.,Graphic Design,2025-01-01,Medium,"['TASK-07336', 'TASK-06158', 'TASK-10586']",1,TM-217,"['C++', 'Editing', 'DevOps', 'Design', 'Graphic Design']",15
TASK-36431,Figure trial friend shake court others.,Design,2024-12-30,Medium,['TASK-16378'],2,TM-199,"['Teaching', 'C++']",16
TASK-36432,Beat see lose place offer consider.,Marketing,2025-01-22,High,[],5,TM-421,"['Design', 'C++', 'Java']",16
TASK-36433,Management whether carry red anything.,Customer Support,2025-01-07,Medium,"['TASK-17651', 'TASK-21132', 'TASK-23330']",2,TM-070,"['HTML', 'CSS', 'DevOps', 'SQL']",13
TASK-36434,Parent stay go stock represent still agent.,Data Analysis,2025-01-18,Low,"['TASK-17427', 'TASK-22038', 'TASK-14080']",1,TM-470,"['Marketing', 'Finance', 'Editing', 'C++']",0
TASK-36435,Dinner majority hot professor.,C++,2024-12-24,Low,"['TASK-18788', 'TASK-15843', 'TASK-32020']",8,TM-212,"['Marketing', 'Editing', 'DevOps', 'CSS', 'C++']",1
TASK-36436,Economic human feel participant.,Data Analysis,2025-01-06,High,"['TASK-35413', 'TASK-23448']",1,TM-331,"['Teaching', 'Marketing', 'Customer Support', 'DevOps']",4
TASK-36437,Owner bag writer.,Data Analysis,2025-01-18,High,"['TASK-28037', 'TASK-31576', 'TASK-03291']",6,TM-435,"['SQL', 'Marketing', 'Event Planning', 'Python', 'Editing']",6
TASK-36438,Middle how which nation member allow mother.,Finance,2025-01-06,Medium,['TASK-05537'],7,TM-257,"['Data Analysis', 'Teaching', 'Python']",20
TASK-36439,Future trouble what want program artist.,Python,2025-01-17,Medium,['TASK-18684'],5,TM-221,"['Finance', 'Data Analysis', 'Graphic Design', 'Java', 'Design']",4
TASK-36440,Performance against ok walk.,C++,2025-01-01,High,"['TASK-03076', 'TASK-12020']",2,TM-157,"['Graphic Design', 'Design', 'SEO']",11
TASK-36441,Indicate radio none car instead local.,C++,2025-01-19,Medium,"['TASK-06765', 'TASK-29798']",5,TM-326,"['SEO', 'Graphic Design']",11
TASK-36442,Market all strong court ability.,HTML,2025-01-15,High,['TASK-00491'],5,TM-017,"['CSS', 'Teaching', 'Editing', 'Python', 'Data Analysis']",19
TASK-36443,Cost agent accept factor deal.,Customer Support,2025-01-22,High,"['TASK-21995', 'TASK-25074']",5,TM-178,"['DevOps', 'Java', 'Design']",17
TASK-36444,House certain material book.,Marketing,2025-01-19,Medium,"['TASK-07617', 'TASK-16783']",5,TM-179,"['Graphic Design', 'Customer Support', 'C++']",15
TASK-36445,Put onto young could.,Customer Support,2025-01-07,Low,['TASK-20511'],7,TM-439,"['Java', 'Data Analysis', 'C++', 'Python', 'Marketing']",9
TASK-36446,Head course note school population weight and.,DevOps,2024-12-24,High,"['TASK-07565', 'TASK-13141', 'TASK-02529']",5,TM-341,"['C++', 'Teaching']",9
TASK-36447,Perhaps professional pressure statement itself know news wall.,Editing,2025-01-08,Medium,"['TASK-35841', 'TASK-18081']",5,TM-213,"['SEO', 'Data Analysis', 'Editing', 'C++', 'CSS']",0
TASK-36448,Certain hour edge collection.,CSS,2025-01-18,Low,"['TASK-35156', 'TASK-14948', 'TASK-16347']",6,TM-421,"['Graphic Design', 'Java']",14
TASK-36449,Factor feeling box.,Customer Support,2025-01-02,Low,"['TASK-05392', 'TASK-19007']",1,TM-452,"['Data Analysis', 'Graphic Design', 'Python']",17
TASK-36450,If involve either senior white more stock.,HTML,2025-01-18,High,"['TASK-18252', 'TASK-30082']",7,TM-116,"['Graphic Design', 'Data Analysis']",18
TASK-36451,Send research that.,Java,2025-01-11,High,[],3,TM-053,"['SEO', 'Design', 'HTML', 'Graphic Design', 'Java']",2
TASK-36452,Those radio color letter cultural by opportunity.,Teaching,2025-01-17,High,[],5,TM-244,"['Editing', 'Finance', 'C++', 'SQL', 'Event Planning']",7
TASK-36453,Suffer popular cost material learn begin cause person.,C++,2025-01-07,High,"['TASK-20419', 'TASK-08136', 'TASK-20478']",4,TM-077,"['C++', 'Java']",6
TASK-36454,Sometimes hundred project truth.,Marketing,2025-01-07,High,"['TASK-31823', 'TASK-00135']",5,TM-173,"['HTML', 'Marketing']",16
TASK-36455,Right none look loss if provide experience.,Marketing,2025-01-08,High,"['TASK-28841', 'TASK-17679']",8,TM-388,"['Finance', 'SQL', 'Marketing']",13
TASK-36456,Rate may third they easy.,DevOps,2025-01-21,Medium,['TASK-31845'],3,TM-053,"['Customer Support', 'CSS', 'SQL']",12
TASK-36457,Yourself social range executive but.,Editing,2024-12-31,High,[],1,TM-327,"['Finance', 'C++']",8
TASK-36458,Before occur field through.,Graphic Design,2025-01-17,Low,"['TASK-18189', 'TASK-21344']",5,TM-471,"['DevOps', 'SEO']",5
TASK-36459,Democrat later arrive everybody.,Design,2025-01-06,Low,[],6,TM-119,"['Teaching', 'Marketing', 'C++', 'HTML']",17
TASK-36460,Summer worry discover no administration add.,Editing,2025-01-12,High,['TASK-01267'],6,TM-371,"['SQL', 'Data Analysis', 'Design', 'HTML', 'Finance']",6
TASK-36461,Site recognize town data friend Mrs top.,Customer Support,2025-01-10,Medium,"['TASK-14860', 'TASK-07585']",3,TM-411,"['SEO', 'Java', 'Marketing']",8
TASK-36462,Three apply partner near.,Design,2025-01-10,High,"['TASK-23675', 'TASK-34754', 'TASK-19789']",4,TM-267,"['Data Analysis', 'Editing', 'SEO']",17
TASK-36463,Nor rate day owner offer hair get.,Java,2024-12-24,Medium,"['TASK-03252', 'TASK-07200']",7,TM-043,"['Finance', 'Data Analysis', 'Graphic Design']",11
TASK-36464,Affect teacher parent require course.,Event Planning,2025-01-07,High,[],4,TM-260,"['C++', 'Design', 'SQL', 'Java']",16
TASK-36465,Bag goal tough might turn him determine.,SEO,2025-01-11,Medium,[],6,TM-124,"['Teaching', 'CSS']",3
TASK-36466,Go baby fear.,SQL,2025-01-19,Medium,[],6,TM-403,"['C++', 'Event Planning', 'SQL', 'Graphic Design']",0
TASK-36467,Off choose prevent gas again.,Editing,2024-12-30,Low,"['TASK-34317', 'TASK-06516', 'TASK-36127']",3,TM-257,"['Event Planning', 'Marketing', 'HTML', 'Customer Support']",15
TASK-36468,Decade many fast treat.,Finance,2025-01-16,High,"['TASK-25308', 'TASK-27822', 'TASK-20325']",3,TM-305,"['CSS', 'HTML']",18
TASK-36469,Method that boy my middle Mrs all.,Marketing,2025-01-08,Low,[],2,TM-499,"['SQL', 'SEO', 'Java']",5
TASK-36470,Upon central movement toward wonder walk.,Marketing,2024-12-29,Medium,['TASK-33776'],8,TM-374,"['SQL', 'Editing', 'Data Analysis', 'Java', 'SEO']",12
TASK-36471,Too after admit wear space.,Finance,2025-01-20,Low,[],6,TM-413,"['Event Planning', 'CSS']",3
TASK-36472,Without a skill.,Python,2024-12-28,Medium,[],1,TM-407,"['C++', 'Design', 'Finance']",8
TASK-36473,Growth tell drive see set risk.,DevOps,2025-01-02,Low,"['TASK-02232', 'TASK-32934']",4,TM-017,"['Graphic Design', 'Editing', 'Design']",10
TASK-36474,Pass thank tough choice sometimes between.,Python,2024-12-29,High,['TASK-27954'],6,TM-172,"['Customer Support', 'Java']",19
TASK-36475,Beautiful win film some position likely near leave.,CSS,2024-12-26,High,"['TASK-17790', 'TASK-19946', 'TASK-01777']",1,TM-151,"['Teaching', 'Python']",14
TASK-36476,Finish almost deep help.,HTML,2025-01-20,Medium,"['TASK-03096', 'TASK-19121', 'TASK-21236']",5,TM-433,"['SEO', 'Design', 'C++', 'DevOps']",16
TASK-36477,Work ever decade economic cold.,Python,2025-01-22,High,['TASK-28871'],1,TM-479,"['Design', 'Finance']",1
TASK-36478,Improve site one key raise fish provide.,Event Planning,2025-01-17,Medium,"['TASK-21798', 'TASK-15374', 'TASK-04560']",4,TM-130,"['Teaching', 'DevOps']",14
TASK-36479,Cause feeling explain store drive choose author.,Data Analysis,2025-01-16,High,"['TASK-00317', 'TASK-20190', 'TASK-32180']",4,TM-362,"['HTML', 'Teaching', 'CSS', 'Design']",9
TASK-36480,Wide good whom ten ago race.,Java,2025-01-18,High,"['TASK-29948', 'TASK-07773', 'TASK-23400']",6,TM-213,"['Data Analysis', 'Graphic Design', 'HTML', 'Finance']",5
TASK-36481,Realize detail today tonight.,Python,2025-01-19,Medium,['TASK-03070'],7,TM-261,"['Data Analysis', 'Design']",8
TASK-36482,Center class why politics again.,Teaching,2024-12-29,High,"['TASK-02806', 'TASK-28066', 'TASK-19765']",8,TM-476,"['Editing', 'Marketing', 'Design']",11
TASK-36483,Force manage look data authority.,DevOps,2025-01-15,Medium,"['TASK-18643', 'TASK-15388', 'TASK-28421']",8,TM-141,"['Marketing', 'Finance']",1
TASK-36484,Several middle them though star eight more.,Graphic Design,2024-12-25,High,"['TASK-11529', 'TASK-05970']",6,TM-286,"['Customer Support', 'DevOps']",7
TASK-36485,Girl foreign clearly.,Python,2024-12-24,Medium,"['TASK-07067', 'TASK-17761']",5,TM-356,"['Python', 'Editing']",7
TASK-36486,Sell before collection.,Marketing,2025-01-10,Medium,"['TASK-18235', 'TASK-18024']",6,TM-306,"['Java', 'Teaching']",16
TASK-36487,Happy loss join name space.,Event Planning,2025-01-21,Low,"['TASK-19713', 'TASK-34549']",5,TM-145,"['DevOps', 'Design', 'SQL']",17
TASK-36488,Discuss use including house.,Customer Support,2025-01-10,High,"['TASK-10145', 'TASK-00348', 'TASK-32009']",3,TM-078,"['Graphic Design', 'Customer Support', 'DevOps']",8
TASK-36489,Fear court you exactly know really business.,Data Analysis,2025-01-06,High,[],2,TM-493,"['Marketing', 'Java']",10
TASK-36490,Man among save eight let.,SEO,2025-01-12,High,[],3,TM-338,"['C++', 'Graphic Design']",18
TASK-36491,Among address bag.,Event Planning,2025-01-14,Medium,"['TASK-05599', 'TASK-07130']",5,TM-003,"['Event Planning', 'Teaching', 'SQL', 'Finance']",20
TASK-36492,Middle care also property.,Customer Support,2024-12-25,Medium,[],6,TM-450,"['SEO', 'Design', 'DevOps', 'Customer Support']",16
TASK-36493,Impact bad whom.,HTML,2024-12-27,Medium,"['TASK-31464', 'TASK-08599', 'TASK-02750']",4,TM-252,"['Event Planning', 'Marketing', 'SQL', 'HTML', 'Python']",16
TASK-36494,Edge themselves career kitchen onto realize pull.,Editing,2025-01-13,Low,[],1,TM-282,"['Graphic Design', 'SEO', 'Finance', 'Design', 'Event Planning']",8
TASK-36495,Close blood forget mean position down admit.,Customer Support,2025-01-16,High,"['TASK-21417', 'TASK-21359', 'TASK-32535']",3,TM-359,"['Python', 'Teaching', 'Finance']",3
TASK-36496,Add example sometimes first thousand information from crime.,Python,2025-01-11,Medium,[],6,TM-225,"['Finance', 'Editing']",14
TASK-36497,Various candidate policy matter four.,SQL,2025-01-05,Low,"['TASK-12925', 'TASK-20356']",5,TM-169,"['SEO', 'Teaching', 'Editing', 'DevOps']",12
TASK-36498,Respond instead send strong man old.,DevOps,2024-12-24,Low,"['TASK-17528', 'TASK-31570', 'TASK-29930']",3,TM-182,"['HTML', 'C++', 'Customer Support']",14
TASK-36499,Blood service nice time of box.,Teaching,2025-01-13,Low,['TASK-13740'],6,TM-302,"['Finance', 'Customer Support']",5
TASK-36500,Seven raise trade little bank.,Python,2025-01-02,Medium,[],3,TM-062,"['Design', 'Event Planning', 'Teaching']",0
TASK-36501,Exactly Mrs song.,DevOps,2025-01-16,High,"['TASK-29797', 'TASK-22541', 'TASK-18192']",6,TM-237,"['CSS', 'C++', 'Event Planning']",5
TASK-36502,Away admit daughter fear each item.,C++,2025-01-12,Low,[],7,TM-239,"['CSS', 'C++', 'Marketing', 'Graphic Design']",6
TASK-36503,Chance same second indeed.,Teaching,2025-01-22,Low,"['TASK-16826', 'TASK-30021', 'TASK-30147']",3,TM-492,"['HTML', 'Finance']",2
TASK-36504,Over TV nor most.,Design,2025-01-21,High,"['TASK-17448', 'TASK-35463', 'TASK-18473']",6,TM-198,"['Graphic Design', 'Editing', 'Data Analysis']",3
TASK-36505,Writer bar however.,C++,2025-01-04,Medium,"['TASK-32828', 'TASK-07119']",8,TM-310,"['Graphic Design', 'Teaching', 'SQL', 'SEO']",8
TASK-36506,Accept himself mind form onto.,HTML,2025-01-06,Low,"['TASK-15818', 'TASK-18076']",6,TM-428,"['Marketing', 'Design', 'DevOps', 'Teaching', 'Data Analysis']",3
TASK-36507,Life ability sound entire party weight.,Finance,2025-01-22,High,"['TASK-24912', 'TASK-19749', 'TASK-36502']",6,TM-213,"['Customer Support', 'CSS', 'SQL']",15
TASK-36508,Administration what majority laugh.,C++,2025-01-20,High,[],3,TM-016,"['Finance', 'HTML']",14
TASK-36509,White learn investment each field pick outside alone.,SEO,2024-12-28,Medium,"['TASK-06716', 'TASK-03181', 'TASK-21210']",3,TM-073,"['Graphic Design', 'Teaching', 'C++']",17
TASK-36510,Game out service when wear how.,Teaching,2025-01-19,High,"['TASK-36464', 'TASK-26307']",2,TM-384,"['HTML', 'Customer Support', 'Data Analysis', 'C++']",11
TASK-36511,Report group when exactly east him accept.,Python,2025-01-17,High,[],5,TM-034,"['C++', 'Python', 'Teaching', 'Finance', 'Marketing']",4
TASK-36512,Bad floor follow strong.,Graphic Design,2024-12-28,Low,['TASK-12579'],8,TM-475,"['Marketing', 'Teaching', 'C++']",9
TASK-36513,Send political firm really show responsibility.,HTML,2025-01-14,Medium,['TASK-16214'],5,TM-039,"['Python', 'Marketing', 'Event Planning', 'Graphic Design']",4
TASK-36514,Early civil century box statement forget door.,CSS,2025-01-03,High,"['TASK-18725', 'TASK-20324']",2,TM-337,"['CSS', 'Graphic Design', 'SQL', 'Data Analysis', 'Finance']",12
TASK-36515,Sport him indicate which price risk.,Data Analysis,2025-01-11,High,['TASK-14039'],5,TM-377,"['Python', 'Marketing', 'Finance']",6
TASK-36516,If difficult life room government parent.,SQL,2025-01-06,Low,['TASK-24626'],7,TM-339,"['Design', 'SQL', 'SEO']",9
TASK-36517,Second support late bed.,Graphic Design,2025-01-08,Low,[],8,TM-180,"['Editing', 'Java', 'Design', 'C++', 'Graphic Design']",5
TASK-36518,Pull population wonder.,Teaching,2025-01-15,Low,"['TASK-05892', 'TASK-14054']",5,TM-197,"['Editing', 'Customer Support', 'Teaching']",12
TASK-36519,Nothing both world near look.,HTML,2025-01-09,Medium,"['TASK-21029', 'TASK-24749', 'TASK-16371']",7,TM-205,"['Data Analysis', 'Design', 'C++']",11
TASK-36520,Pull special mean might child last brother.,C++,2025-01-07,Low,[],3,TM-467,"['CSS', 'Customer Support', 'Data Analysis', 'Design', 'Graphic Design']",18
TASK-36521,Many position our girl three high daughter.,DevOps,2025-01-03,High,"['TASK-28058', 'TASK-31543']",3,TM-040,"['Finance', 'Teaching', 'SEO', 'DevOps']",6
TASK-36522,Hour size play continue.,SEO,2024-12-31,Low,"['TASK-27242', 'TASK-35875', 'TASK-11963']",3,TM-262,"['Python', 'SQL', 'Design', 'Data Analysis', 'Java']",16
